case_index,sha256,sha8,arch,decision,source_of_verdict,firmware_dir,binary_name,binary_path,file_type,heartbeat_string_count,heartbeat_string_sample,evidence,case_study_root,binary_path_abs
285,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P--4-W10_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P--4-W10_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P--4-W10_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P--4-W10_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P--4-W10_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
286,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P--6-W10_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P--6-W10_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P--6-W10_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P--6-W10_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P--6-W10_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
287,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P-_2.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P-_2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P-_2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P-_2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-P-_2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
288,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC305-P-_3.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC305-P-_3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC305-P-_3.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC305-P-_3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC305-P-_3.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
289,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC305K-P-_2.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC305K-P-_2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC305K-P-_2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC305K-P-_2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC305K-P-_2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
290,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC30V1,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC30V1/_IPcamera-tp-link_zh-1.0.1e__TL-IPC30V1.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC30V1/_IPcamera-tp-link_zh-1.0.1e__TL-IPC30V1.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
291,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC313-P-_3.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313-P-_3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313-P-_3.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313-P-_3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313-P-_3.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
292,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--2.8-W10_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--2.8-W10_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--2.8-W10_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--2.8-W10_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--2.8-W10_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
293,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--4-W10_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--4-W10_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--4-W10_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--4-W10_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--4-W10_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
294,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--6-W10_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--6-W10_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--6-W10_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--6-W10_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P--6-W10_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
295,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P-_2.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P-_2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P-_2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P-_2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-P-_2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
296,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P-_3.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P-_3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P-_3.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P-_3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P-_3.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
297,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC315K-P-_2.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC315K-P-_2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC315K-P-_2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC315K-P-_2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC315K-P-_2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
298,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC323K-W10_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC323K-W10_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC323K-W10_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC323K-W10_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC323K-W10_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
299,bffaa865a4562b23eca38185e86170864f1a1a507f7ec6643d2a49408b510538,bffaa865,mips,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC32_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC32_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC32_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, MIPS, MIPS-I version 1 (SYSV), dynamically linked, BuildID[sha1]=895c4494d2b722e7a30a4accb87c5b90772b6c02, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat) provides direct implementation: reads 2-byte big-endian payload length `v6 = (v3[1] << 8) | v3[2]`, allocates response `CRYPTO_malloc(v6+19)`, sets response type byte to 2, then `memcpy(v7+3, v3+3, v6)` copies payload-length bytes from input buffer WITHOUT validating against actual record length (Heartbleed vulnerability), appends 16 random padding bytes via RAND_pseudo_bytes, and sends response via ssl3_write_bytes. Handles heartbeat request (type 1) and response (type 2) with sequence checking. Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant using dtls1_write_bytes. Edge_2 (ssl3_read_bytes) confirms the gate: checks `v51 == 24` (0x18 = TLS1_RT_HEARTBEAT record type) and dispatches to `tls1_process_heartbeat(a1, ...)`. Source file references ""t1_lib.c"" and ""d1_both.c"" match OpenSSL heartbeat implementation locations.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC32_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC32_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
